2019-03-30 00:00:05, 22.1, 52.2
2019-03-30 00:00:15, 22.1, 52.1
2019-03-30 00:00:25, 22.1, 52.1
2019-03-30 00:00:35, 22.2, 52.2
2019-03-30 00:00:46, 22.1, 52.1
2019-03-30 00:00:56, 22.1, 52.1
2019-03-30 00:01:06, 22.1, 52.2
2019-03-30 00:01:16, 22.1, 52.2
2019-03-30 00:01:26, 22.2, 52.2
2019-03-30 00:01:36, 22.1, 52.2
2019-03-30 00:01:46, 22.1, 52.2
2019-03-30 00:01:57, 22.1, 52.2
2019-03-30 00:02:07, 22.1, 52.2
2019-03-30 00:02:17, 22.1, 52.1
2019-03-30 00:02:27, 22.1, 52.2
2019-03-30 00:02:38, 22.1, 52.2
2019-03-30 00:02:48, 22.1, 52.2
2019-03-30 00:02:58, 22.1, 52.2
2019-03-30 00:03:08, 22.1, 52.2
2019-03-30 00:03:18, 22.1, 52.2
2019-03-30 00:03:28, 22.1, 52.2
2019-03-30 00:03:39, 22.1, 52.2
2019-03-30 00:03:49, 22.1, 52.2
2019-03-30 00:03:59, 22.1, 52.2
2019-03-30 00:04:09, 22.1, 52.2
2019-03-30 00:04:19, 22.1, 52.2
2019-03-30 00:04:29, 22.1, 52.2
2019-03-30 00:04:39, 22.1, 52.2
2019-03-30 00:04:50, 22.1, 52.2
2019-03-30 00:05:00, 22.1, 52.2
2019-03-30 00:05:10, 22.1, 52.2
2019-03-30 00:05:20, 22.1, 52.2
2019-03-30 00:05:30, 22.1, 52.2
2019-03-30 00:05:40, 22.1, 52.2
2019-03-30 00:05:51, 22.1, 52.2
2019-03-30 00:06:01, 22.1, 52.3
2019-03-30 00:06:11, 22.1, 52.2
2019-03-30 00:06:21, 22.1, 52.3
2019-03-30 00:06:31, 22.1, 52.3
2019-03-30 00:06:41, 22.1, 52.3
2019-03-30 00:06:52, 22.1, 52.3
2019-03-30 00:07:02, 22.1, 52.3
2019-03-30 00:07:12, 22.1, 52.3
2019-03-30 00:07:22, 22.1, 52.3
2019-03-30 00:07:32, 22.1, 52.2
2019-03-30 00:07:42, 22.1, 52.2
2019-03-30 00:07:52, 22.1, 52.3
2019-03-30 00:08:03, 22.1, 52.3
2019-03-30 00:08:13, 22.1, 52.3
2019-03-30 00:08:23, 22.1, 52.3
2019-03-30 00:08:33, 22.1, 52.3
2019-03-30 00:08:43, 22.1, 52.3
2019-03-30 00:08:53, 22.1, 52.3
2019-03-30 00:09:03, 22.1, 52.3
2019-03-30 00:09:14, 22.1, 52.3
2019-03-30 00:09:24, 22.1, 52.3
2019-03-30 00:09:34, 22.1, 52.3
2019-03-30 00:09:44, 22.1, 52.3
2019-03-30 00:09:54, 22.1, 52.3
2019-03-30 00:10:04, 22.1, 52.3
2019-03-30 00:10:14, 22.1, 52.3
2019-03-30 00:10:24, 22.1, 52.3
2019-03-30 00:10:35, 22.1, 52.3
2019-03-30 00:10:45, 22.1, 52.3
2019-03-30 00:10:55, 22.1, 52.3
2019-03-30 00:11:05, 22.1, 52.3
2019-03-30 00:11:15, 22.1, 52.3
2019-03-30 00:11:25, 22.1, 52.3
2019-03-30 00:11:35, 22.1, 52.3
2019-03-30 00:11:46, 22.1, 52.3
2019-03-30 00:11:56, 22.2, 52.3
2019-03-30 00:12:06, 22.2, 52.3
2019-03-30 00:12:16, 22.1, 52.3
2019-03-30 00:12:26, 22.1, 52.3
2019-03-30 00:12:36, 22.2, 52.3
2019-03-30 00:12:46, 22.1, 52.3
2019-03-30 00:12:57, 22.1, 52.3
2019-03-30 00:13:07, 22.2, 52.3
2019-03-30 00:13:17, 22.1, 52.3
2019-03-30 00:13:27, 22.1, 52.3
2019-03-30 00:13:37, 22.2, 52.3
2019-03-30 00:13:48, 22.1, 52.3
2019-03-30 00:13:58, 22.1, 52.3
2019-03-30 00:14:08, 22.1, 52.3
2019-03-30 00:14:18, 22.1, 52.3
2019-03-30 00:14:28, 22.1, 52.3
2019-03-30 00:14:38, 22.1, 52.3
2019-03-30 00:14:48, 22.1, 52.3
2019-03-30 00:14:58, 22.1, 52.3
2019-03-30 00:15:09, 22.1, 52.3
2019-03-30 00:15:19, 22.1, 52.3
2019-03-30 00:15:29, 22.1, 52.3
2019-03-30 00:15:39, 22.1, 52.3
2019-03-30 00:15:49, 22.1, 52.3
2019-03-30 00:15:59, 22.2, 52.3
2019-03-30 00:16:09, 22.1, 52.3
2019-03-30 00:16:20, 22.2, 52.3
2019-03-30 00:16:30, 22.2, 52.2
2019-03-30 00:16:40, 22.2, 52.2
2019-03-30 00:16:50, 22.2, 52.2
2019-03-30 00:17:00, 22.1, 52.3
2019-03-30 00:17:10, 22.2, 52.2
2019-03-30 00:17:20, 22.2, 52.3
2019-03-30 00:17:31, 22.2, 52.3
2019-03-30 00:17:41, 22.2, 52.2
2019-03-30 00:17:51, 22.1, 52.2
2019-03-30 00:18:01, 22.2, 52.3
2019-03-30 00:18:11, 22.2, 52.3
2019-03-30 00:18:21, 22.1, 52.3
2019-03-30 00:18:31, 22.2, 52.3
2019-03-30 00:18:42, 22.1, 52.3
2019-03-30 00:18:52, 22.2, 52.2
2019-03-30 00:19:02, 22.2, 52.2
2019-03-30 00:19:12, 22.2, 52.2
2019-03-30 00:19:22, 22.1, 52.2
2019-03-30 00:19:32, 22.2, 52.2
2019-03-30 00:19:42, 22.1, 52.2
2019-03-30 00:19:53, 22.1, 52.2
2019-03-30 00:20:03, 22.1, 52.2
2019-03-30 00:20:13, 22.2, 52.2
2019-03-30 00:20:23, 22.2, 52.2
2019-03-30 00:20:33, 22.2, 52.2
2019-03-30 00:20:43, 22.2, 52.2
2019-03-30 00:20:53, 22.2, 52.2
2019-03-30 00:21:03, 22.2, 52.2
2019-03-30 00:21:14, 22.2, 52.2
2019-03-30 00:21:24, 22.2, 52.2
2019-03-30 00:21:34, 22.1, 52.2
2019-03-30 00:21:44, 22.2, 52.3
2019-03-30 00:21:54, 22.2, 52.2
2019-03-30 00:22:04, 22.1, 52.2
2019-03-30 00:22:14, 22.1, 52.2
2019-03-30 00:22:25, 22.2, 52.2
2019-03-30 00:22:35, 22.1, 52.2
2019-03-30 00:22:45, 22.1, 52.2
2019-03-30 00:22:55, 22.1, 52.3
2019-03-30 00:23:05, 22.1, 52.3
2019-03-30 00:23:15, 22.1, 52.2
2019-03-30 00:23:25, 22.1, 52.2
2019-03-30 00:23:36, 22.1, 52.3
2019-03-30 00:23:46, 22.1, 52.3
2019-03-30 00:23:56, 22.1, 52.3
2019-03-30 00:24:06, 22.1, 52.3
2019-03-30 00:24:16, 22.1, 52.3
2019-03-30 00:24:26, 22.1, 52.3
2019-03-30 00:24:36, 22.1, 52.3
2019-03-30 00:24:47, 22.1, 52.3
2019-03-30 00:24:57, 22.1, 52.3
2019-03-30 00:25:07, 22.1, 52.3
2019-03-30 00:25:17, 22.1, 52.3
2019-03-30 00:25:27, 22.1, 52.3
2019-03-30 00:25:37, 22.1, 52.3
2019-03-30 00:25:47, 22.1, 52.3
2019-03-30 00:25:58, 22.1, 52.3
2019-03-30 00:26:09, 22.1, 52.3
2019-03-30 00:26:19, 22.1, 52.3
2019-03-30 00:26:29, 22.1, 52.3
2019-03-30 00:26:39, 22.1, 52.3
2019-03-30 00:26:49, 22.1, 52.3
2019-03-30 00:26:59, 22.1, 52.3
2019-03-30 00:27:10, 22.1, 52.3
2019-03-30 00:27:20, 22.1, 52.3
2019-03-30 00:27:30, 22.1, 52.3
2019-03-30 00:27:40, 22.1, 52.2
2019-03-30 00:27:50, 22.1, 52.2
2019-03-30 00:28:01, 22.1, 52.2
2019-03-30 00:28:11, 22.1, 52.3
2019-03-30 00:28:21, 22.1, 52.3
2019-03-30 00:28:31, 22.1, 52.2
2019-03-30 00:28:41, 22.1, 52.3
2019-03-30 00:28:51, 22.1, 52.3
2019-03-30 00:29:01, 22.1, 52.3
2019-03-30 00:29:12, 22.1, 52.3
2019-03-30 00:29:22, 22.1, 52.3
2019-03-30 00:29:32, 22.1, 52.3
2019-03-30 00:29:43, 22.1, 52.3
2019-03-30 00:29:53, 22.1, 52.3
